date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:23:55	196581/196581	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jun%202020%2020:38:30%20GMT	http://7oroof.com/demos/promina/assets/images/page-titles/8.jpg	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/images/page-titles/8.jpg	(from http://7oroof.com/demos/promina/services-single-service.html)
21:23:59	298432/298432	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jun%202020%2020:38:22%20GMT	http://7oroof.com/demos/promina/assets/images/page-titles/6.jpg	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/images/page-titles/6.jpg	(from http://7oroof.com/demos/promina/careers.html)
21:24:06	196581/196581	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jun%202020%2020:37:03%20GMT	http://7oroof.com/demos/promina/assets/images/banners/5.jpg	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/images/banners/5.jpg	(from http://7oroof.com/demos/promina/services-single-service.html)
21:24:07	218952/218952	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jun%202020%2020:38:33%20GMT	http://7oroof.com/demos/promina/assets/images/page-titles/9.jpg	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/images/page-titles/9.jpg	(from http://7oroof.com/demos/promina/projects-grid.html)
21:24:41	217674/217674	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jun%202020%2020:39:02%20GMT	http://7oroof.com/demos/promina/assets/images/portfolio/slider/1.jpg	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/images/portfolio/slider/1.jpg	(from http://7oroof.com/demos/promina/projects-single-project.html)
21:24:42	149028/149028	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jun%202020%2020:39:08%20GMT	http://7oroof.com/demos/promina/assets/images/portfolio/slider/3.jpg	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/images/portfolio/slider/3.jpg	(from http://7oroof.com/demos/promina/projects-single-project.html)
21:24:43	2964/2964	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jun%202020%2020:37:10%20GMT	http://7oroof.com/demos/promina/assets/images/blog/author/1.jpg	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/images/blog/author/1.jpg	(from http://7oroof.com/demos/promina/blog-single-post.html)
21:24:43	3709/3709	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Jun%202020%2020:37:10%20GMT	http://7oroof.com/demos/promina/assets/images/blog/author/2.png	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/images/blog/author/2.png	(from http://7oroof.com/demos/promina/blog-single-post.html)
21:24:44	3475/3475	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Jun%202020%2020:37:11%20GMT	http://7oroof.com/demos/promina/assets/images/blog/author/3.png	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/images/blog/author/3.png	(from http://7oroof.com/demos/promina/blog-single-post.html)
21:24:50	54663/54663	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jun%202020%2020:37:25%20GMT	http://7oroof.com/demos/promina/assets/images/blog/single/1.jpg	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/images/blog/single/1.jpg	(from http://7oroof.com/demos/promina/blog-single-post.html)
21:24:53	229973/229973	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jun%202020%2020:39:06%20GMT	http://7oroof.com/demos/promina/assets/images/portfolio/slider/2.jpg	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/images/portfolio/slider/2.jpg	(from http://7oroof.com/demos/promina/projects-single-project.html)
21:24:57	243530/243530	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jun%202020%2020:38:37%20GMT	http://7oroof.com/demos/promina/assets/images/page-titles/10.jpg	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/images/page-titles/10.jpg	(from http://7oroof.com/demos/promina/blog.html)
21:25:04	64654/64654	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jun%202020%2020:38:48%20GMT	http://7oroof.com/demos/promina/assets/images/portfolio/grid/3.jpg	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/images/portfolio/grid/3.jpg	(from http://7oroof.com/demos/promina/about-us.html)
21:25:04	1225/1225	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Jun%202020%2020:37:30%20GMT	http://7oroof.com/demos/promina/assets/images/clients/1.png	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/images/clients/1.png	(from http://7oroof.com/demos/promina/about-us.html)
21:25:05	93077/93077	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jun%202020%2020:38:46%20GMT	http://7oroof.com/demos/promina/assets/images/portfolio/grid/2.jpg	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/images/portfolio/grid/2.jpg	(from http://7oroof.com/demos/promina/about-us.html)
21:25:08	70588/70588	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jun%202020%2020:38:53%20GMT	http://7oroof.com/demos/promina/assets/images/portfolio/grid/6.jpg	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/images/portfolio/grid/6.jpg	(from http://7oroof.com/demos/promina/about-us.html)
21:25:10	4975/4975	---M--	200	added ('OK')	application/javascript	date:Tue,%2030%20Jun%202020%2020:40:08%20GMT	http://7oroof.com/demos/promina/assets/js/google-map.js	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/js/google-map.js	(from http://7oroof.com/demos/promina/index.html)
21:25:10	27607/27607	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jun%202020%2020:37:18%20GMT	http://7oroof.com/demos/promina/assets/images/blog/grid/3.jpg	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/images/blog/grid/3.jpg	(from http://7oroof.com/demos/promina/index.html)
21:25:11	41872/41872	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jun%202020%2020:37:16%20GMT	http://7oroof.com/demos/promina/assets/images/blog/grid/2.jpg	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/images/blog/grid/2.jpg	(from http://7oroof.com/demos/promina/index.html)
21:25:17	210861/210861	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jun%202020%2020:38:41%20GMT	http://7oroof.com/demos/promina/assets/images/page-titles/11.jpg	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/images/page-titles/11.jpg	(from http://7oroof.com/demos/promina/request-quote.html)
21:25:18	51718/51718	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jun%202020%2020:37:39%20GMT	http://7oroof.com/demos/promina/assets/images/features/2.jpg	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/images/features/2.jpg	(from http://7oroof.com/demos/promina/home-classic.html)
21:25:23	28640/28640	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jun%202020%2020:38:56%20GMT	http://7oroof.com/demos/promina/assets/images/portfolio/single/1.jpg	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/images/portfolio/single/1.jpg	(from http://7oroof.com/demos/promina/projects-single-project.html)
21:25:37	145245/145245	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jun%202020%2020:39:45%20GMT	http://7oroof.com/demos/promina/assets/images/sliders/5.jpg	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/images/sliders/5.jpg	(from http://7oroof.com/demos/promina/home-architecture.html)
21:25:37	196581/196581	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jun%202020%2020:39:40%20GMT	http://7oroof.com/demos/promina/assets/images/sliders/3.jpg	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/images/sliders/3.jpg	(from http://7oroof.com/demos/promina/home-classic.html)
21:25:37	185838/185838	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jun%202020%2020:36:56%20GMT	http://7oroof.com/demos/promina/assets/images/banners/4.jpg	C:/My%20Web%20Sites/akram/7oroof.com/demos/promina/assets/images/banners/4.jpg	(from http://7oroof.com/demos/promina/home-classic.html)
